Stage,Channel,Amplitude,NrClipsWithSpikes,SOZ
N2,ltp2,8.938713889171395e-06,52,0
N2,ltp3,7.0613041058136425e-06,52,0
N2,ltp4,4.853626538253118e-06,52,0
N2,rdha1,1.763204263617124e-05,52,0
N2,rdha2,9.504723681742088e-06,52,0
N2,rdha3,5.799105645744734e-06,52,0
N2,rdha4,9.792853638831817e-06,52,0
N2,rdha5,1.4714382765335952e-05,52,0
N2,rdhm1,1.7555760644290918e-05,52,0
N2,rdhm2,3.6093501299286405e-05,52,0
N2,rdhm3,7.584917541789535e-06,52,0
N2,rdhm4,7.536424844241746e-06,52,0
N2,rdhm5,5.796728771796824e-06,52,0
N2,rdhp1,9.119203836304857e-06,52,0
N2,rdhp2,7.197634829205114e-06,52,0
N2,rdhp3,6.350150238542478e-06,52,0
N2,rdhp4,9.308444350454979e-06,52,0
N2,rdhp5,2.5229445449817144e-06,52,0
N1,ldh1,1.3627723303810382e-05,52,0
N1,ldh10,1.0003463737903528e-05,52,0
N1,ldh2,4.435355632185059e-05,52,1
N1,ldh3,5.9757698101277405e-05,52,1
N1,ldh4,2.7188408886134618e-05,52,1
N1,ldh5,2.7525903803036923e-05,52,1
N1,ldh6,2.522060044351447e-05,52,1
N1,ldh7,2.005744574798194e-05,52,1
N1,ldh8,1.1555294580777357e-05,52,1
N1,ldh9,9.821537355329852e-06,52,1
N1,lg1,1.2763551725946703e-05,52,0
N1,lg10,1.4724396048066145e-05,52,0
N1,lg11,1.051914194858449e-05,52,0
N1,lg12,9.674355160621191e-06,52,0
N1,lg13,7.478408343527583e-06,52,0
N1,lg14,7.460108981858281e-06,52,0
N1,lg15,8.531920622336997e-06,52,0
N1,lg16,9.578291940209641e-06,52,0
N1,lg17,1.48446590541e-05,52,0
N1,lg18,1.9255014122918104e-05,52,0
N1,lg19,1.7712113571887747e-05,52,0
N1,lg2,1.2513973522169681e-05,52,0
N1,lg20,1.619543379871105e-05,52,0
N1,lg21,1.2332776716093486e-05,52,0
N1,lg22,9.317501686044067e-06,52,0
N1,lg23,1.3866155135607376e-05,52,0
N1,lg24,1.4448061451810565e-05,52,0
N1,lg25,2.2513798025143444e-05,52,0
N1,lg26,1.348902643922115e-05,52,0
N1,lg27,1.9782116863568178e-05,52,0
N1,lg28,2.3340207293705842e-05,52,0
N1,lg29,1.2771341161570038e-05,52,0
N1,lg3,6.693121601291923e-06,52,0
N1,lg30,9.140549863371087e-06,52,0
N1,lg31,1.0745736080713547e-05,52,0
N1,lg32,1.0378562691699707e-05,52,0
N1,lg4,5.787105710214066e-06,52,0
N1,lg5,5.6876568059966966e-06,52,0
N1,lg6,8.058996577683373e-06,52,0
N1,lg7,8.39052242758451e-06,52,0
N1,lg8,1.129474725939785e-05,52,0
N1,lg9,1.7934489976496372e-05,52,0
N1,ltba1,1.4383107341796289e-05,52,0
N1,ltba2,2.5549861909909183e-05,52,0
N1,ltba3,4.013120229025001e-05,52,0
N1,ltba4,1.729696521812551e-05,52,0
N1,ltbb1,1.3393431593536357e-05,52,0
N1,ltbb2,1.1767986566931625e-05,52,0
N1,ltbb3,1.278815048005774e-05,52,0
N1,ltbb4,8.245983267311474e-06,52,0
N1,ltbc1,1.7205442128284537e-05,52,0
N1,ltbc2,1.2243788742507347e-05,52,0
N1,ltbc3,1.8332686945589923e-05,52,0
N1,ltbc4,1.5564860496951135e-05,52,0
N1,ltbc5,1.1491733570525597e-05,52,0
N1,ltbc6,9.679696183121202e-06,52,0
N1,ltp1,1.4249677420038357e-05,52,0
N1,ltp2,1.4770922277311871e-05,52,0
N1,ltp3,1.1679043516685856e-05,52,0
N1,ltp4,8.515638596063371e-06,52,0
N1,rdha1,3.5018458277836695e-05,52,0
N1,rdha2,1.882775104181484e-05,52,0
N1,rdha3,1.1824985363979344e-05,52,0
N1,rdha4,1.4686684610173393e-05,52,0
N1,rdha5,1.845013467877865e-05,52,0
N1,rdhm1,3.234690926902081e-05,52,0
N1,rdhm2,3.768366802527505e-05,52,0
N1,rdhm3,1.1924345998953057e-05,52,0
N1,rdhm4,1.4588915024230526e-05,52,0
N1,rdhm5,1.0932631148201991e-05,52,0
N1,rdhp1,1.5006548697436684e-05,52,0
N1,rdhp2,1.2935743679038863e-05,52,0
N1,rdhp3,1.0727164420174742e-05,52,0
N1,rdhp4,1.5252703008844266e-05,52,0
N1,rdhp5,5.331568810867416e-06,52,0
REM,ldh1,4.267391310854006e-06,52,0
REM,ldh10,9.047097413449584e-06,52,0
REM,ldh2,3.927360395091897e-05,52,1
REM,ldh3,6.271456102730271e-05,52,1
REM,ldh4,2.801168520207083e-05,52,1
REM,ldh5,2.525314145016557e-05,52,1
REM,ldh6,2.2065538178384693e-05,52,1
REM,ldh7,1.4543851400124953e-05,52,1
REM,ldh8,9.908443226316423e-06,52,1
REM,ldh9,8.905664437965988e-06,52,1
REM,lg1,1.299194019904859e-05,52,0
REM,lg10,1.16042776921884e-05,52,0
REM,lg11,7.442329711330541e-06,52,0
REM,lg12,8.64209863932475e-06,52,0
REM,lg13,6.541851965234741e-06,52,0
REM,lg14,6.523522890849485e-06,52,0
REM,lg15,7.866486035540054e-06,52,0
REM,lg16,8.892940269620806e-06,52,0
REM,lg17,1.1994284506352531e-05,52,0
REM,lg18,1.4734201712669003e-05,52,0
REM,lg19,1.304214391206282e-05,52,0
REM,lg2,1.0950948535639931e-05,52,0
REM,lg20,1.2762500344673304e-05,52,0
REM,lg21,1.0281929516225382e-05,52,0
REM,lg22,8.281444820507454e-06,52,0
REM,lg23,1.120823129625955e-05,52,0
REM,lg24,1.112433301162356e-05,52,0
REM,lg25,2.1696364639496596e-05,52,0
REM,lg26,1.0300444386399948e-05,52,0
REM,lg27,1.4179878739596807e-05,52,0
REM,lg28,1.891946846962165e-05,52,0
REM,lg29,1.0284087324610244e-05,52,0
REM,lg3,5.596710329113893e-06,52,0
REM,lg30,7.720312744513427e-06,52,0
REM,lg31,9.15820793152151e-06,52,0
REM,lg32,8.686597695439878e-06,52,0
REM,lg4,4.768914593351235e-06,52,0
REM,lg5,4.83683477038146e-06,52,0
REM,lg6,6.47187119024833e-06,52,0
REM,lg7,7.978366473975058e-06,52,0
REM,lg8,1.0216329135720647e-05,52,0
REM,lg9,1.7539535353265648e-05,52,0
REM,ltba1,1.0124942457016334e-05,52,0
REM,ltba2,1.7939116600180725e-05,52,0
REM,ltba3,2.949419611398001e-05,52,0
REM,ltba4,1.5766082225544988e-05,52,0
REM,ltbb1,9.723343696299055e-06,52,0
REM,ltbb2,9.05568639887787e-06,52,0
REM,ltbb3,1.0746538815417651e-05,52,0
REM,ltbb4,6.615887863933577e-06,52,0
REM,ltbc1,1.1759624433830681e-05,52,0
REM,ltbc2,8.929028840582892e-06,52,0
REM,ltbc3,1.452779131303771e-05,52,0
REM,ltbc4,1.1537911035910013e-05,52,0
REM,ltbc5,8.03394147188499e-06,52,0
REM,ltbc6,6.906361224605088e-06,52,0
REM,ltp1,1.200328953730869e-05,52,0
REM,ltp2,1.4320896939767825e-05,52,0
REM,ltp3,1.1486532845668767e-05,52,0
REM,ltp4,8.044430908397798e-06,52,0
REM,rdha1,3.809583000265735e-05,52,0
REM,rdha2,1.9854319714539175e-05,52,0
REM,rdha3,1.1246892641408058e-05,52,0
REM,rdha4,1.3316124688459232e-05,52,0
REM,rdha5,1.8013529941891194e-05,52,0
REM,rdhm1,2.7986693616489815e-05,52,0
REM,rdhm2,4.263570054006516e-05,52,0
REM,rdhm3,1.318817185912525e-05,52,0
REM,rdhm4,1.24444021940586e-05,52,0
REM,rdhm5,9.489962781929626e-06,52,0
REM,rdhp1,1.5525331654214838e-05,52,0
REM,rdhp2,1.1613847003327917e-05,52,0
REM,rdhp3,9.979859833742269e-06,52,0
REM,rdhp4,1.5112157511875503e-05,52,0
REM,rdhp5,4.392076253117294e-06,52,0
Wake,ldh1,9.852531601405235e-05,52,0
Wake,ldh10,1.1091444279398518e-05,52,0
Wake,ldh2,3.5648647364764084e-05,52,1
Wake,ldh3,6.365020858534949e-05,52,1
Wake,ldh4,3.1856813063221786e-05,52,1
Wake,ldh5,2.4705826474697736e-05,52,1
Wake,ldh6,2.5553947395625134e-05,52,1
Wake,ldh7,2.5642499697657536e-05,52,1
Wake,ldh8,1.1859002419173182e-05,52,1
Wake,ldh9,1.0204170940202425e-05,52,1
Wake,lg1,1.573720933795009e-05,52,0
Wake,lg10,1.9250078862443313e-05,52,0
Wake,lg11,1.553005916625905e-05,52,0
Wake,lg12,1.1483458491449181e-05,52,0
Wake,lg13,9.739104545812699e-06,52,0
Wake,lg14,9.247544624653655e-06,52,0
Wake,lg15,1.0745903327025368e-05,52,0
Wake,lg16,1.0680928325198533e-05,52,0
Wake,lg17,1.664534036104175e-05,52,0
Wake,lg18,1.943255301498566e-05,52,0
Wake,lg19,1.7882880880024596e-05,52,0
Wake,lg2,1.4003137563170874e-05,52,0
Wake,lg20,1.6344296462387427e-05,52,0
Wake,lg21,1.2871015591385136e-05,52,0
Wake,lg22,1.1184882503059868e-05,52,0
Wake,lg23,1.598087709795567e-05,52,0
Wake,lg24,1.3232006259809885e-05,52,0
Wake,lg25,2.761465122279092e-05,52,0
Wake,lg26,1.958036349517211e-05,52,0
Wake,lg27,3.0096996023541796e-05,52,0
Wake,lg28,2.413868208941423e-05,52,0
Wake,lg29,1.1700989522970776e-05,52,0
Wake,lg3,9.793380855219272e-06,52,0
Wake,lg30,1.0698310746613703e-05,52,0
Wake,lg31,1.1247643075305344e-05,52,0
Wake,lg32,9.843999233144789e-06,52,0
Wake,lg4,8.357820444344886e-06,52,0
Wake,lg5,8.51385068390043e-06,52,0
Wake,lg6,9.19186700149694e-06,52,0
Wake,lg7,1.1354968525136207e-05,52,0
Wake,lg8,1.2046713655420452e-05,52,0
Wake,lg9,2.4577569233714125e-05,52,0
Wake,ltba1,2.027643363626127e-05,52,0
Wake,ltba2,4.113351732689871e-05,52,0
Wake,ltba3,8.418327800883885e-05,52,0
Wake,ltba4,1.9107283344745936e-05,52,0
Wake,ltbb1,1.7986741828467436e-05,52,0
Wake,ltbb2,1.276893050319099e-05,52,0
Wake,ltbb3,1.3291809284626497e-05,52,0
Wake,ltbb4,1.2169351928649044e-05,52,0
Wake,ltbc1,2.113451440076161e-05,52,0
Wake,ltbc2,1.1867695971857914e-05,52,0
Wake,ltbc3,1.5821207445458946e-05,52,0
Wake,ltbc4,1.4869846587770294e-05,52,0
Wake,ltbc5,1.2694068784616695e-05,52,0
Wake,ltbc6,1.5166730315962038e-05,52,0
Wake,ltp1,1.8656594531290033e-05,52,0
Wake,ltp2,1.717510588285876e-05,52,0
Wake,ltp3,1.4624779335109948e-05,52,0
Wake,ltp4,1.5025373036164293e-05,52,0
Wake,rdha1,3.899891441199453e-05,52,0
Wake,rdha2,2.2540528493335487e-05,52,0
Wake,rdha3,1.3130739402505828e-05,52,0
Wake,rdha4,1.273766583178479e-05,52,0
Wake,rdha5,1.8464702870597534e-05,52,0
Wake,rdhm1,2.8727939382333115e-05,52,0
Wake,rdhm2,2.7410323327631406e-05,52,0
Wake,rdhm3,1.552505477282806e-05,52,0
Wake,rdhm4,1.3433611315709691e-05,52,0
Wake,rdhm5,2.1666873551879123e-05,52,0
Wake,rdhp1,1.4859904360768785e-05,52,0
Wake,rdhp2,1.6769339777942834e-05,52,0
Wake,rdhp3,1.151638433746341e-05,52,0
Wake,rdhp4,1.639471005453033e-05,52,0
Wake,rdhp5,8.301286252150297e-06,52,0
NaN,ldh1,0.0,52,0
NaN,ldh10,0.0,52,0
NaN,ldh2,0.0,52,1
NaN,ldh3,0.0,52,1
NaN,ldh4,0.0,52,1
NaN,ldh5,0.0,52,1
NaN,ldh6,0.0,52,1
NaN,ldh7,0.0,52,1
NaN,ldh8,0.0,52,1
NaN,ldh9,0.0,52,1
NaN,lg1,0.0,52,0
NaN,lg10,0.0,52,0
NaN,lg11,0.0,52,0
NaN,lg12,0.0,52,0
NaN,lg13,0.0,52,0
NaN,lg14,0.0,52,0
NaN,lg15,0.0,52,0
NaN,lg16,0.0,52,0
NaN,lg17,0.0,52,0
NaN,lg18,0.0,52,0
NaN,lg19,0.0,52,0
NaN,lg2,0.0,52,0
NaN,lg20,0.0,52,0
NaN,lg21,0.0,52,0
NaN,lg22,0.0,52,0
NaN,lg23,0.0,52,0
NaN,lg24,0.0,52,0
NaN,lg25,0.0,52,0
NaN,lg26,0.0,52,0
NaN,lg27,0.0,52,0
NaN,lg28,0.0,52,0
NaN,lg29,0.0,52,0
NaN,lg3,0.0,52,0
NaN,lg30,0.0,52,0
NaN,lg31,0.0,52,0
NaN,lg32,0.0,52,0
NaN,lg4,0.0,52,0
NaN,lg5,0.0,52,0
NaN,lg6,0.0,52,0
NaN,lg7,0.0,52,0
NaN,lg8,0.0,52,0
NaN,lg9,0.0,52,0
NaN,ltba1,0.0,52,0
NaN,ltba2,0.0,52,0
NaN,ltba3,0.0,52,0
NaN,ltba4,0.0,52,0
NaN,ltbb1,0.0,52,0
NaN,ltbb2,0.0,52,0
NaN,ltbb3,0.0,52,0
NaN,ltbb4,0.0,52,0
NaN,ltbc1,0.0,52,0
NaN,ltbc2,0.0,52,0
NaN,ltbc3,0.0,52,0
NaN,ltbc4,0.0,52,0
NaN,ltbc5,0.0,52,0
NaN,ltbc6,0.0,52,0
NaN,ltp1,0.0,52,0
NaN,ltp2,0.0,52,0
NaN,ltp3,0.0,52,0
NaN,ltp4,0.0,52,0
NaN,rdha1,0.0,52,0
NaN,rdha2,0.0,52,0
NaN,rdha3,0.0,52,0
NaN,rdha4,0.0,52,0
NaN,rdha5,0.0,52,0
NaN,rdhm1,0.0,52,0
NaN,rdhm2,0.0,52,0
NaN,rdhm3,0.0,52,0
NaN,rdhm4,0.0,52,0
NaN,rdhm5,0.0,52,0
NaN,rdhp1,0.0,52,0
NaN,rdhp2,0.0,52,0
NaN,rdhp3,0.0,52,0
NaN,rdhp4,0.0,52,0
NaN,rdhp5,0.0,52,0
