Stage,Channel,Amplitude,NrClipsWithSpikes,SOZ
N3,gh1,2.778237133779775e-05,52,1
N3,gh2,3.091304839501113e-05,52,1
N3,gh3,3.696025530594187e-05,52,1
N3,gh4,2.5139530748205237e-05,52,0
N3,gh5,2.389330638912102e-05,52,0
N3,gh6,3.275191274335942e-05,52,0
N3,gh7,5.7660217123453426e-05,52,0
N3,hr1,7.689819118833878e-05,52,0
N3,hr10,3.346240800564027e-05,52,0
N3,hr2,7.248520477262608e-05,52,0
N3,hr3,0.00012068496841547829,52,0
N3,hr4,0.00010220944091347131,52,0
N3,hr5,5.256822052777794e-05,52,0
N3,hr6,5.764181471205269e-05,52,0
N3,hr7,5.624009934505071e-05,52,0
N3,hr8,5.571512052775006e-05,52,0
N3,hr9,4.084651153229225e-05,52,0
N3,tba1,6.325205985976864e-05,52,1
N3,tba2,3.2362544056505074e-05,52,1
N3,tba3,4.595826627601411e-05,52,1
N3,tba4,3.1449640826035855e-05,52,1
N3,tbb1,4.5060496100072486e-05,52,0
N3,tbb2,6.314735056769119e-05,52,1
N3,tbb3,6.019015804376606e-05,52,0
N3,tbb4,6.087570900258546e-05,52,0
N3,tbc1,4.3691762771657854e-05,52,0
N3,tbc2,0.00010092175992384216,52,0
N3,tbc3,4.260151241782335e-05,52,0
N3,tbc4,4.805264609932032e-05,52,0
N3,tbc5,5.746959091964307e-05,52,0
N3,tbc6,5.5332213212202544e-05,52,0
N3,tl1,2.5273089292062988e-05,52,1
N3,tl2,2.2651834295484423e-05,52,1
N3,tl3,2.471369984865304e-05,52,1
N3,tl4,2.2556172378168382e-05,52,1
N2,fba1,2.9135489850587764e-05,52,0
N2,fba2,2.946135387666262e-05,52,0
N2,fba3,3.428413414591123e-05,52,0
N2,fba4,2.2782981560589945e-05,52,0
N2,fbb1,2.4641767989290503e-05,52,0
N2,fbb2,2.080636776620852e-05,52,0
N2,fbb3,2.4514914780473216e-05,52,0
N2,fbb4,2.5615909758391113e-05,52,0
N2,fl1,2.3417854993133953e-05,52,0
N2,fl2,2.27126753549399e-05,52,0
N2,fl3,3.6002820323863076e-05,52,0
N2,fl4,3.929243234372688e-05,52,0
N2,fl5,2.7965720270920453e-05,52,0
N2,fl6,5.431693323597033e-05,52,0
N2,ga1,3.410048103162007e-05,52,0
N2,ga2,5.0357225123137375e-05,52,0
N2,ga3,2.914792821396057e-05,52,0
N2,ga4,2.8770611430306248e-05,52,0
N2,ga5,2.3235763262063934e-05,52,0
N2,ga6,3.794231913927719e-05,52,0
N2,ga7,2.647269582818464e-05,52,0
N2,gb1,9.864765924492558e-05,52,0
N2,gb2,3.696795830487292e-05,52,0
N2,gb3,5.367019734152186e-05,52,0
N2,gb4,4.809138129000008e-05,52,0
N2,gb5,4.092157726714099e-05,52,0
N2,gb6,4.518633228345182e-05,52,0
N2,gb7,3.261562041769553e-05,52,0
N2,gc1,0.00011863240906571919,52,0
N2,gc2,0.00010003467157159002,52,0
N2,gc3,3.783266417473536e-05,52,0
N2,gc4,5.1573868271985596e-05,52,0
N2,gc5,3.309839860404611e-05,52,0
N2,gc6,4.080501958170814e-05,52,0
N2,gc7,3.355541430414718e-05,52,0
N2,gd1,6.402541807715284e-05,52,0
N2,gd2,9.952024812641598e-05,52,0
N2,gd3,5.0857044250871296e-05,52,0
N2,gd4,3.974852206570551e-05,52,0
N2,gd5,3.9610422698504496e-05,52,0
N2,gd6,3.014940723494988e-05,52,0
N2,gd7,3.349452121914731e-05,52,0
N2,ge1,2.8965419005512132e-05,52,0
N2,ge2,9.31881289262694e-05,52,0
N2,ge3,6.881602270022797e-05,52,0
N2,ge4,4.471659998039399e-05,52,0
N2,ge5,2.8700918820480122e-05,52,0
N2,ge6,2.8601234568790145e-05,52,0
N2,ge7,3.0592436802096054e-05,52,0
N2,gf1,4.7195372040913354e-05,52,0
N2,gf2,3.9980956442407316e-05,52,0
N2,gf3,3.911147433386968e-05,52,0
N2,gf4,2.3604547241118526e-05,52,1
N2,gf5,2.4215212429300256e-05,52,0
N2,gf6,2.5736935626761924e-05,52,0
N2,gf7,3.2066330573418886e-05,52,0
N2,gg1,4.855614081879715e-05,52,1
N2,gg2,3.59592602581623e-05,52,1
N2,gg3,4.2321091990198265e-05,52,1
N2,gg4,2.0184883420893976e-05,52,1
N2,gg5,1.6972152011049926e-05,52,0
N2,gg6,2.923393281278924e-05,52,0
N2,gg7,3.860744081857811e-05,52,0
N2,gh1,1.8567826745411582e-05,52,1
N2,gh2,2.2394894664190492e-05,52,1
N2,gh3,2.6424075483645078e-05,52,1
N2,gh4,1.668126620458194e-05,52,0
N2,gh5,1.5362814118457642e-05,52,0
N2,gh6,2.314437218328359e-05,52,0
N2,gh7,4.033909182396146e-05,52,0
N2,hr1,7.511964557522132e-05,52,0
N2,hr10,2.3237299284514538e-05,52,0
N2,hr2,6.978476565645829e-05,52,0
N2,hr3,0.00014308151862545322,52,0
N2,hr4,0.00010585490373308864,52,0
N2,hr5,4.960328842776479e-05,52,0
N2,hr6,5.086109408692396e-05,52,0
N2,hr7,4.297295865914967e-05,52,0
N2,hr8,4.223102856131641e-05,52,0
N2,hr9,2.913813339260079e-05,52,0
N2,tba1,5.3591427266750384e-05,52,1
N2,tba2,2.381188501043051e-05,52,1
N2,tba3,3.272642764801576e-05,52,1
N2,tba4,2.3423624834428348e-05,52,1
N2,tbb1,3.4143961927333375e-05,52,0
N2,tbb2,4.599897729971202e-05,52,1
N2,tbb3,4.263189524119438e-05,52,0
N2,tbb4,5.239423371365377e-05,52,0
N2,tbc1,3.228467316696379e-05,52,0
N2,tbc2,7.92817626674496e-05,52,0
N2,tbc3,3.0654548200742486e-05,52,0
N2,tbc4,3.573275976830727e-05,52,0
N2,tbc5,3.737700089213363e-05,52,0
N2,tbc6,3.852332198883675e-05,52,0
N2,tl1,1.9408099647182403e-05,52,1
N2,tl2,1.6242733941991822e-05,52,1
N2,tl3,1.6933053816453608e-05,52,1
N2,tl4,1.550132392814402e-05,52,1
N1,fba1,4.923828787610759e-05,52,0
N1,fba2,4.393892269640151e-05,52,0
N1,fba3,6.394958501203737e-05,52,0
N1,fba4,4.49420416814204e-05,52,0
N1,fbb1,4.7070186153526e-05,52,0
N1,fbb2,3.43660696259377e-05,52,0
N1,fbb3,4.025419904800169e-05,52,0
N1,fbb4,4.4009722180715394e-05,52,0
N1,fl1,4.4060910440301764e-05,52,0
N1,fl2,4.2477390349972045e-05,52,0
N1,fl3,6.116386422735814e-05,52,0
N1,fl4,7.44754772281578e-05,52,0
N1,fl5,5.0824867180677527e-05,52,0
N1,fl6,9.340421195759532e-05,52,0
N1,ga1,6.726519534585978e-05,52,0
N1,ga2,6.63064478057183e-05,52,0
N1,ga3,4.3933155663848843e-05,52,0
N1,ga4,4.499708386382012e-05,52,0
N1,ga5,4.009345276703392e-05,52,0
N1,ga6,5.876711666683824e-05,52,0
N1,ga7,4.4262925151048066e-05,52,0
N1,gb1,0.0001299187081609826,52,0
N1,gb2,5.3839540499220214e-05,52,0
N1,gb3,7.35670961861943e-05,52,0
N1,gb4,7.54129177163099e-05,52,0
N1,gb5,6.090856154475474e-05,52,0
N1,gb6,6.304580911129591e-05,52,0
N1,gb7,5.150097925796497e-05,52,0
N1,gc1,0.00030661685296942145,52,0
N1,gc2,0.00011204373872279357,52,0
N1,gc3,5.7303121805902695e-05,52,0
N1,gc4,8.458602767996994e-05,52,0
N1,gc5,4.7987581860995366e-05,52,0
N1,gc6,5.872817381756351e-05,52,0
N1,gc7,4.9928299891065194e-05,52,0
N1,gd1,7.386350227202568e-05,52,0
N1,gd2,0.00011439117017372431,52,0
N1,gd3,6.994616971971735e-05,52,0
N1,gd4,6.481526902785892e-05,52,0
N1,gd5,5.467192976571176e-05,52,0
N1,gd6,4.686137889124539e-05,52,0
N1,gd7,4.9356093922755396e-05,52,0
N1,ge1,4.6244589921880835e-05,52,0
N1,ge2,9.585043152741056e-05,52,0
N1,ge3,8.721317197753965e-05,52,0
N1,ge4,6.992580857410804e-05,52,0
N1,ge5,3.8068422657255164e-05,52,0
N1,ge6,4.106673493625678e-05,52,0
N1,ge7,4.040715955365365e-05,52,0
N1,gf1,6.508921013906672e-05,52,0
N1,gf2,4.614278454476743e-05,52,0
N1,gf3,4.470114650150811e-05,52,0
N1,gf4,3.703210380831211e-05,52,1
N1,gf5,3.573957177012471e-05,52,0
N1,gf6,3.947241907951234e-05,52,0
N1,gf7,5.064180197863285e-05,52,0
N1,gg1,5.4321289411806475e-05,52,1
N1,gg2,3.739145754767098e-05,52,1
N1,gg3,4.673259723979505e-05,52,1
N1,gg4,3.322696920543943e-05,52,1
N1,gg5,2.792370259767762e-05,52,0
N1,gg6,4.2007709937224716e-05,52,0
N1,gg7,5.725088388229506e-05,52,0
N1,gh1,3.1538642802522496e-05,52,1
N1,gh2,3.291223436950479e-05,52,1
N1,gh3,3.6488262244955535e-05,52,1
N1,gh4,2.6708954063840547e-05,52,0
N1,gh5,2.7756506285485022e-05,52,0
N1,gh6,3.879260334691617e-05,52,0
N1,gh7,6.4368009274584e-05,52,0
N1,hr1,7.250562954505489e-05,52,0
N1,hr10,3.201571626386316e-05,52,0
N1,hr2,6.758038453494726e-05,52,0
N1,hr3,8.676916365819281e-05,52,0
N1,hr4,8.026971678891948e-05,52,0
N1,hr5,4.911430331431065e-05,52,0
N1,hr6,5.326945854330083e-05,52,0
N1,hr7,4.90216701656474e-05,52,0
N1,hr8,5.4633451867113114e-05,52,0
N1,hr9,3.862549774730066e-05,52,0
N1,tba1,6.68910082489773e-05,52,1
N1,tba2,3.456887280154874e-05,52,1
N1,tba3,4.4758824069861165e-05,52,1
N1,tba4,3.9823847159827086e-05,52,1
N1,tbb1,6.768981566976945e-05,52,0
N1,tbb2,5.57070836932094e-05,52,1
N1,tbb3,5.1510729863555776e-05,52,0
N1,tbb4,7.07223699627225e-05,52,0
N1,tbc1,5.5990270278818136e-05,52,0
N1,tbc2,8.38651424035001e-05,52,0
N1,tbc3,4.238573458173026e-05,52,0
N1,tbc4,5.492895914291891e-05,52,0
N1,tbc5,5.671040901625535e-05,52,0
N1,tbc6,6.16001367747381e-05,52,0
N1,tl1,4.486085621720026e-05,52,1
N1,tl2,3.077328480267847e-05,52,1
N1,tl3,3.152122372988929e-05,52,1
N1,tl4,3.3380822303759714e-05,52,1
REM,fba1,4.9779871808449094e-05,52,0
REM,fba2,4.7880245327279e-05,52,0
REM,fba3,6.424997334156688e-05,52,0
REM,fba4,4.095758998144524e-05,52,0
REM,fbb1,3.847028171798616e-05,52,0
REM,fbb2,3.272519574429985e-05,52,0
REM,fbb3,3.632683370185278e-05,52,0
REM,fbb4,4.4794904506273725e-05,52,0
REM,fl1,4.408601093194514e-05,52,0
REM,fl2,4.135897664930902e-05,52,0
REM,fl3,6.950963182948795e-05,52,0
REM,fl4,7.534285442269702e-05,52,0
REM,fl5,5.175164083803554e-05,52,0
REM,fl6,9.465141787108314e-05,52,0
REM,ga1,6.590861680940617e-05,52,0
REM,ga2,8.290216448545613e-05,52,0
REM,ga3,4.923984764542991e-05,52,0
REM,ga4,4.757141423823116e-05,52,0
REM,ga5,3.9241487316633924e-05,52,0
REM,ga6,6.575841649137352e-05,52,0
REM,ga7,4.52375329203957e-05,52,0
REM,gb1,0.00017463275346988824,52,0
REM,gb2,6.553901910708935e-05,52,0
REM,gb3,8.364062945074099e-05,52,0
REM,gb4,8.184325531808377e-05,52,0
REM,gb5,7.350375616941363e-05,52,0
REM,gb6,7.612713015185342e-05,52,0
REM,gb7,6.179982597517862e-05,52,0
REM,gc1,0.0001725835878105975,52,0
REM,gc2,0.0001390911247600292,52,0
REM,gc3,5.922643022633369e-05,52,0
REM,gc4,9.045798228002448e-05,52,0
REM,gc5,5.490132396926107e-05,52,0
REM,gc6,7.05135620834316e-05,52,0
REM,gc7,6.361465340209211e-05,52,0
REM,gd1,8.882648710165877e-05,52,0
REM,gd2,0.00014485985286765533,52,0
REM,gd3,7.969191319830154e-05,52,0
REM,gd4,6.893990903637995e-05,52,0
REM,gd5,5.8612926198122606e-05,52,0
REM,gd6,4.8181939181937236e-05,52,0
REM,gd7,5.339963359068857e-05,52,0
REM,ge1,4.58383435952457e-05,52,0
REM,ge2,0.00012506385675704594,52,0
REM,ge3,0.00010831144209908359,52,0
REM,ge4,6.719628906771495e-05,52,0
REM,ge5,4.275413741285918e-05,52,0
REM,ge6,4.80881756885072e-05,52,0
REM,ge7,4.5654245216801936e-05,52,0
REM,gf1,7.118986754535833e-05,52,0
REM,gf2,5.910844319163624e-05,52,0
REM,gf3,5.1398864613490136e-05,52,0
REM,gf4,3.756743546218509e-05,52,1
REM,gf5,3.7279652959556867e-05,52,0
REM,gf6,4.3541345038714446e-05,52,0
REM,gf7,5.5702308486634515e-05,52,0
REM,gg1,6.269755579653813e-05,52,1
REM,gg2,4.6688929292313264e-05,52,1
REM,gg3,6.001596598202555e-05,52,1
REM,gg4,3.258142565494368e-05,52,1
REM,gg5,2.7613423637665083e-05,52,0
REM,gg6,5.0760610428052725e-05,52,0
REM,gg7,6.152435392611486e-05,52,0
REM,gh1,3.1951040059720995e-05,52,1
REM,gh2,3.423103125572996e-05,52,1
REM,gh3,4.178307805158955e-05,52,1
REM,gh4,2.627454892833983e-05,52,0
REM,gh5,2.79675414915957e-05,52,0
REM,gh6,4.026609102722925e-05,52,0
REM,gh7,6.687303530855965e-05,52,0
REM,hr1,9.148815345691763e-05,52,0
REM,hr10,3.7774806858188276e-05,52,0
REM,hr2,8.60102250745007e-05,52,0
REM,hr3,0.00016051058021516513,52,0
REM,hr4,0.00011837300230464486,52,0
REM,hr5,6.324995066464126e-05,52,0
REM,hr6,7.316459127163275e-05,52,0
REM,hr7,6.752361311963229e-05,52,0
REM,hr8,6.804262599646691e-05,52,0
REM,hr9,4.896121386137278e-05,52,0
REM,tba1,7.766858286094022e-05,52,1
REM,tba2,3.72756495793158e-05,52,1
REM,tba3,4.425131078032029e-05,52,1
REM,tba4,3.6503516367254164e-05,52,1
REM,tbb1,5.651146935251158e-05,52,0
REM,tbb2,7.034753119960741e-05,52,1
REM,tbb3,6.159139723302694e-05,52,0
REM,tbb4,7.383437799042067e-05,52,0
REM,tbc1,5.843892395550325e-05,52,0
REM,tbc2,0.0001046831511240148,52,0
REM,tbc3,4.957501692825472e-05,52,0
REM,tbc4,5.6831176796348305e-05,52,0
REM,tbc5,5.8582125672169885e-05,52,0
REM,tbc6,6.337530716637644e-05,52,0
REM,tl1,3.0484809540815383e-05,52,1
REM,tl2,2.8134544039363654e-05,52,1
REM,tl3,2.8629245559597792e-05,52,1
REM,tl4,2.71452241382071e-05,52,1
Wake,fba1,4.428195163589406e-05,52,0
Wake,fba2,3.6544097229579695e-05,52,0
Wake,fba3,5.350550306131449e-05,52,0
Wake,fba4,5.234929734325899e-05,52,0
Wake,fbb1,4.897179893964427e-05,52,0
Wake,fbb2,2.8698834016395736e-05,52,0
Wake,fbb3,4.110449856655107e-05,52,0
Wake,fbb4,5.3904698501974134e-05,52,0
Wake,fl1,5.097972240578841e-05,52,0
Wake,fl2,3.730913603626497e-05,52,0
Wake,fl3,5.437132489826578e-05,52,0
Wake,fl4,6.133479893862551e-05,52,0
Wake,fl5,4.746179060564395e-05,52,0
Wake,fl6,8.273073349965781e-05,52,0
Wake,ga1,8.902280714335658e-05,52,0
Wake,ga2,5.5900143511683084e-05,52,0
Wake,ga3,4.391486902594947e-05,52,0
Wake,ga4,4.3939221128649755e-05,52,0
Wake,ga5,4.3429365031074765e-05,52,0
Wake,ga6,5.098303686225978e-05,52,0
Wake,ga7,4.968157165402377e-05,52,0
Wake,gb1,0.0001262870969296644,52,0
Wake,gb2,5.163976459768701e-05,52,0
Wake,gb3,5.6579091881165e-05,52,0
Wake,gb4,5.5124559723769526e-05,52,0
Wake,gb5,5.326717092878425e-05,52,0
Wake,gb6,5.876462065187406e-05,52,0
Wake,gb7,4.613134428222006e-05,52,0
Wake,gc1,0.0004261914414098082,52,0
Wake,gc2,0.00010432559003628852,52,0
Wake,gc3,5.269343308373085e-05,52,0
Wake,gc4,6.242216444861387e-05,52,0
Wake,gc5,4.231193197117008e-05,52,0
Wake,gc6,5.862867153414473e-05,52,0
Wake,gc7,5.087923848767659e-05,52,0
Wake,gd1,6.97171638830977e-05,52,0
Wake,gd2,0.00010564187051661435,52,0
Wake,gd3,6.055485258682513e-05,52,0
Wake,gd4,5.104406010550389e-05,52,0
Wake,gd5,4.993518999188489e-05,52,0
Wake,gd6,4.2964838956989536e-05,52,0
Wake,gd7,4.8322841066626544e-05,52,0
Wake,ge1,4.921150047776283e-05,52,0
Wake,ge2,8.809628913067024e-05,52,0
Wake,ge3,7.442608148813119e-05,52,0
Wake,ge4,5.995049461586956e-05,52,0
Wake,ge5,4.072933602528965e-05,52,0
Wake,ge6,4.256575174657674e-05,52,0
Wake,ge7,3.960981393968512e-05,52,0
Wake,gf1,5.663136284539899e-05,52,0
Wake,gf2,4.882283600495523e-05,52,0
Wake,gf3,4.8343163830863915e-05,52,0
Wake,gf4,3.318958644133286e-05,52,1
Wake,gf5,3.3443811958456916e-05,52,0
Wake,gf6,3.963408525257211e-05,52,0
Wake,gf7,4.230369372907607e-05,52,0
Wake,gg1,5.489514273340769e-05,52,1
Wake,gg2,4.1534842402116344e-05,52,1
Wake,gg3,4.695998295557302e-05,52,1
Wake,gg4,3.010068983056837e-05,52,1
Wake,gg5,2.6441509332264685e-05,52,0
Wake,gg6,3.5296107676683286e-05,52,0
Wake,gg7,5.09239926248514e-05,52,0
Wake,gh1,3.182181002001789e-05,52,1
Wake,gh2,3.5445880958198646e-05,52,1
Wake,gh3,3.706613735006032e-05,52,1
Wake,gh4,2.8559374949845985e-05,52,0
Wake,gh5,2.6672445952150843e-05,52,0
Wake,gh6,3.333794180883177e-05,52,0
Wake,gh7,5.483658750855417e-05,52,0
Wake,hr1,5.711516208766997e-05,52,0
Wake,hr10,2.9384018268190964e-05,52,0
Wake,hr2,5.214422552207128e-05,52,0
Wake,hr3,8.2614755438579e-05,52,0
Wake,hr4,6.566438305898408e-05,52,0
Wake,hr5,4.0939758575213734e-05,52,0
Wake,hr6,5.049456389879431e-05,52,0
Wake,hr7,4.253607377783342e-05,52,0
Wake,hr8,4.33017263349593e-05,52,0
Wake,hr9,3.322030733217884e-05,52,0
Wake,tba1,5.517197570535668e-05,52,1
Wake,tba2,4.232794329660731e-05,52,1
Wake,tba3,4.431431670908295e-05,52,1
Wake,tba4,4.471051292465576e-05,52,1
Wake,tbb1,4.916716756062909e-05,52,0
Wake,tbb2,5.978323173052683e-05,52,1
Wake,tbb3,5.021469003933813e-05,52,0
Wake,tbb4,7.059741828785562e-05,52,0
Wake,tbc1,4.846633505088538e-05,52,0
Wake,tbc2,7.430852974258333e-05,52,0
Wake,tbc3,3.634329036508285e-05,52,0
Wake,tbc4,4.143996674727145e-05,52,0
Wake,tbc5,4.2867732714160336e-05,52,0
Wake,tbc6,6.430937566893271e-05,52,0
Wake,tl1,4.473990784782358e-05,52,1
Wake,tl2,3.313940909779117e-05,52,1
Wake,tl3,3.333784424873875e-05,52,1
Wake,tl4,3.727667554579723e-05,52,1
NaN,fba1,0.0,52,0
NaN,fba2,0.0,52,0
NaN,fba3,0.0,52,0
NaN,fba4,0.0,52,0
NaN,fbb1,0.0,52,0
NaN,fbb2,0.0,52,0
NaN,fbb3,0.0,52,0
NaN,fbb4,0.0,52,0
NaN,fl1,0.0,52,0
NaN,fl2,0.0,52,0
NaN,fl3,0.0,52,0
NaN,fl4,0.0,52,0
NaN,fl5,0.0,52,0
NaN,fl6,0.0,52,0
NaN,ga1,0.0,52,0
NaN,ga2,0.0,52,0
NaN,ga3,0.0,52,0
NaN,ga4,0.0,52,0
NaN,ga5,0.0,52,0
NaN,ga6,0.0,52,0
NaN,ga7,0.0,52,0
NaN,gb1,0.0,52,0
NaN,gb2,0.0,52,0
NaN,gb3,0.0,52,0
NaN,gb4,0.0,52,0
NaN,gb5,0.0,52,0
NaN,gb6,0.0,52,0
NaN,gb7,0.0,52,0
NaN,gc1,0.0,52,0
NaN,gc2,0.0,52,0
NaN,gc3,0.0,52,0
NaN,gc4,0.0,52,0
NaN,gc5,0.0,52,0
NaN,gc6,0.0,52,0
NaN,gc7,0.0,52,0
NaN,gd1,0.0,52,0
NaN,gd2,0.0,52,0
NaN,gd3,0.0,52,0
NaN,gd4,0.0,52,0
NaN,gd5,0.0,52,0
NaN,gd6,0.0,52,0
NaN,gd7,0.0,52,0
NaN,ge1,0.0,52,0
NaN,ge2,0.0,52,0
NaN,ge3,0.0,52,0
NaN,ge4,0.0,52,0
NaN,ge5,0.0,52,0
NaN,ge6,0.0,52,0
NaN,ge7,0.0,52,0
NaN,gf1,0.0,52,0
NaN,gf2,0.0,52,0
NaN,gf3,0.0,52,0
NaN,gf4,0.0,52,1
NaN,gf5,0.0,52,0
NaN,gf6,0.0,52,0
NaN,gf7,0.0,52,0
NaN,gg1,0.0,52,1
NaN,gg2,0.0,52,1
NaN,gg3,0.0,52,1
NaN,gg4,0.0,52,1
NaN,gg5,0.0,52,0
NaN,gg6,0.0,52,0
NaN,gg7,0.0,52,0
NaN,gh1,0.0,52,1
NaN,gh2,0.0,52,1
NaN,gh3,0.0,52,1
NaN,gh4,0.0,52,0
NaN,gh5,0.0,52,0
NaN,gh6,0.0,52,0
NaN,gh7,0.0,52,0
NaN,hr1,0.0,52,0
NaN,hr10,0.0,52,0
NaN,hr2,0.0,52,0
NaN,hr3,0.0,52,0
NaN,hr4,0.0,52,0
NaN,hr5,0.0,52,0
NaN,hr6,0.0,52,0
NaN,hr7,0.0,52,0
NaN,hr8,0.0,52,0
NaN,hr9,0.0,52,0
NaN,tba1,0.0,52,1
NaN,tba2,0.0,52,1
NaN,tba3,0.0,52,1
NaN,tba4,0.0,52,1
NaN,tbb1,0.0,52,0
NaN,tbb2,0.0,52,1
NaN,tbb3,0.0,52,0
NaN,tbb4,0.0,52,0
NaN,tbc1,0.0,52,0
NaN,tbc2,0.0,52,0
NaN,tbc3,0.0,52,0
NaN,tbc4,0.0,52,0
NaN,tbc5,0.0,52,0
NaN,tbc6,0.0,52,0
NaN,tl1,0.0,52,1
NaN,tl2,0.0,52,1
NaN,tl3,0.0,52,1
NaN,tl4,0.0,52,1
